
Host: node47

Timers On : Thu Dec 15 14:18:36 2022
Timers Off: Thu Dec 15 14:42:44 2022

Wall Time:     1447.70 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form core H                     :   7298.533u     97.233s    234.049w    501 calls
HF: Form S/X                        :   1689.133u     56.667s     55.159w    501 calls
HF: Guess                           :     45.250u      1.783s      1.474w    501 calls
| SAD Guess                         :      9.550u      0.450s      0.315w      2 calls
HF: Form G                          : 187312.967u   4537.250s   7506.875w   3637 calls
| JK: D                             :    131.283u      4.700s      4.210w   3637 calls
| JK: USO2AO                        :     19.133u      0.733s      0.629w   3637 calls
| JK: JK                            : 186466.917u   4500.000s   7478.757w   3637 calls
| | DFH: compute_JK()               : 186319.250u   4493.567s   7473.844w   3637 calls
| | | DFH: Grabbing AOs             :      0.017u      0.033s      0.008w   3637 calls
| | | DFH: compute_J                :  14424.950u     36.700s    456.499w   3637 calls
| | | DFH: compute_K                : 151613.650u    927.500s   5060.819w   3637 calls
| JK: AO2USO                        :      0.050u      0.000s      0.005w   3637 calls
HF: Form F                          :    117.633u      4.767s      3.827w   3637 calls
HF: Form D                          :    124.433u      4.633s      4.086w   3637 calls
HF: DIIS                            :   3731.017u    198.100s    124.605w   3635 calls
HF: Form C                          :   9109.833u    292.167s    296.760w   3635 calls
Grad: V T Perturb                   :   8155.383u     94.767s    260.085w    500 calls
Grad: S                             :   2123.583u     46.083s     68.384w    500 calls
Grad: JK                            : 358917.550u   8177.967s  17955.783w    500 calls
| JKGrad: Amn                       : 105348.117u   2798.933s   6388.191w    500 calls
| | Libint2ERI::Libint2ERI          :   3675.517u    115.633s    685.434w    500 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.001w    500 calls
| JKGrad: AB                        :  69398.350u   2036.367s   2359.885w    500 calls
| | Libint2ERI::Libint2ERI          :      9.000u      0.017s      5.431w  10000 calls
| JKGrad: UV                        :  24388.383u    549.650s    999.510w    500 calls
| JKGrad: ABx                       :   3880.217u    100.450s    125.791w    500 calls
| | Libint2ERI::Libint2ERI          :     11.933u      0.450s      0.404w    500 calls
| JKGrad: Amnx                      : 154799.100u   2609.950s   7872.565w    500 calls
| | Libint2ERI::Libint2ERI          :   3724.883u    120.733s    692.805w    500 calls
Grad: XC                            :      0.017u      0.000s      0.000w    500 calls

**************************************************************************************

Host: node19

Timers On : Wed Jan 18 09:28:01 2023
Timers Off: Wed Jan 18 10:39:23 2023

Wall Time:     4282.46 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :    201.833u      0.033s    121.042w     53 calls
Libint2ERI::Libint2ERI              :   1190.883u     33.233s    287.936w   2316 calls
DFH: initialize()                   :  19479.433u    404.817s    701.102w     53 calls
DFH: AO Construction                :   4967.767u     64.600s    160.832w     53 calls
DFH: AO-Met. Contraction            :   8054.167u    146.183s    270.107w     53 calls
HF: Form core H                     :    770.117u     10.517s     24.786w     53 calls
HF: Form S/X                        :    175.583u      5.783s      5.745w     53 calls
HF: Guess                           :     22.533u      0.900s      0.737w     53 calls
SAD Guess                           :     18.750u      0.783s      0.616w      4 calls
HF: Form G                          :  29375.483u    729.483s   1178.787w    566 calls
JK: D                               :     19.183u      0.667s      0.620w    566 calls
JK: USO2AO                          :      1.900u      0.100s      0.059w    566 calls
JK: JK                              :  29245.517u    724.250s   1174.469w    566 calls
DFH: compute_JK()                   :  29222.767u    723.217s   1173.699w    566 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.001w    566 calls
DFH: compute_J                      :   2265.583u      5.750s     71.728w    566 calls
DFH: compute_K                      :  23737.233u    149.967s    792.218w    566 calls
JK: AO2USO                          :      0.017u      0.000s      0.001w    566 calls
HF: Form F                          :     18.183u      0.817s      0.599w    566 calls
HF: Form D                          :     19.133u      0.750s      0.635w    566 calls
HF: DIIS                            :    666.033u     37.033s     22.211w    562 calls
HF: Form C                          :   1430.200u     45.483s     46.571w    562 calls
Grad: V T Perturb                   :    821.550u      9.717s     26.174w     50 calls
Grad: S                             :    213.617u      4.633s      6.869w     50 calls
Grad: JK                            :  35417.717u    828.600s   1785.712w     50 calls
JKGrad: Amn                         :  10424.700u    287.917s    641.962w     50 calls
JKGrad: Awmn                        :      0.000u      0.000s      0.000w     50 calls
JKGrad: AB                          :   6799.933u    204.083s    231.535w     50 calls
JKGrad: UV                          :   2469.717u     55.117s    101.046w     50 calls
JKGrad: ABx                         :    380.767u      9.783s     12.355w     50 calls
JKGrad: Amnx                        :  15222.917u    262.667s    779.363w     50 calls
Grad: XC                            :      0.000u      0.000s      0.000w     50 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :    201.833u      0.033s    121.042w     53 calls
| Libint2ERI::Libint2ERI            :    139.900u      0.033s     83.881w     53 calls
DFH: initialize()                   :  19479.433u    404.817s    701.102w     53 calls
| Libint2ERI::Libint2ERI            :    294.867u      8.017s     66.095w   1113 calls
| DFH: AO Construction              :   4967.767u     64.600s    160.832w     53 calls
| DFH: AO-Met. Contraction          :   8054.167u    146.183s    270.107w     53 calls
HF: Form core H                     :    770.117u     10.517s     24.786w     53 calls
HF: Form S/X                        :    175.583u      5.783s      5.745w     53 calls
HF: Guess                           :     22.533u      0.900s      0.737w     53 calls
| SAD Guess                         :     18.750u      0.783s      0.616w      4 calls
HF: Form G                          :  29375.483u    729.483s   1178.787w    566 calls
| JK: D                             :     19.183u      0.667s      0.620w    566 calls
| JK: USO2AO                        :      1.900u      0.100s      0.059w    566 calls
| JK: JK                            :  29245.517u    724.250s   1174.469w    566 calls
| | DFH: compute_JK()               :  29222.767u    723.217s   1173.699w    566 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.001w    566 calls
| | | DFH: compute_J                :   2265.583u      5.750s     71.728w    566 calls
| | | DFH: compute_K                :  23737.233u    149.967s    792.218w    566 calls
| JK: AO2USO                        :      0.017u      0.000s      0.001w    566 calls
HF: Form F                          :     18.183u      0.817s      0.599w    566 calls
HF: Form D                          :     19.133u      0.750s      0.635w    566 calls
HF: DIIS                            :    666.033u     37.033s     22.211w    562 calls
HF: Form C                          :   1430.200u     45.483s     46.571w    562 calls
Grad: V T Perturb                   :    821.550u      9.717s     26.174w     50 calls
Grad: S                             :    213.617u      4.633s      6.869w     50 calls
Grad: JK                            :  35417.717u    828.600s   1785.712w     50 calls
| JKGrad: Amn                       :  10424.700u    287.917s    641.962w     50 calls
| | Libint2ERI::Libint2ERI          :    376.917u     12.233s     68.251w     50 calls
| JKGrad: Awmn                      :      0.000u      0.000s      0.000w     50 calls
| JKGrad: AB                        :   6799.933u    204.083s    231.535w     50 calls
| | Libint2ERI::Libint2ERI          :      0.883u      0.000s      0.540w   1000 calls
| JKGrad: UV                        :   2469.717u     55.117s    101.046w     50 calls
| JKGrad: ABx                       :    380.767u      9.783s     12.355w     50 calls
| | Libint2ERI::Libint2ERI          :      0.967u      0.067s      0.034w     50 calls
| JKGrad: Amnx                      :  15222.917u    262.667s    779.363w     50 calls
| | Libint2ERI::Libint2ERI          :    377.350u     12.883s     69.136w     50 calls
Grad: XC                            :      0.000u      0.000s      0.000w     50 calls

**************************************************************************************

Host: node19

Timers On : Wed Jan 18 11:53:48 2023
Timers Off: Wed Jan 18 12:22:49 2023

Wall Time:     1740.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************
